	TCGA_BR_PFS	TCGA_BR_OS	META_BR_PFS	META_BR_OS	TCGA_SKCM_PFS	TCGA_SKCM_OS	TCGA_LUAD_PFS	TCGA_LUAD_OS	TCGA_LUSC_PFS	TCGA_LUSC_OS	TCGA_HNSC_PFS	TCGA_HNSC_OS	TCGA_COAD_PFS	TCGA_COAD_OS	TCGA_KIRC_PFS	TCGA_KIRC_OS	train_prop	ntrees
1	0.976408512921134	0.708532356050263	0.705558336911651	0.972967147819266	0.547059503825164	0.793246672524549	0.324450493706349	0.499444635753348	0.0453512301269991	0.0893489012120174	0.0125560023206209	0.0185412990144907	0.3436371336443	0.0429144025931561	0.00148513341938737	3.92064416519638e-05	25	10
2	0.00301906889132358	0.0247231384179603	0.921613118035906	0.611682997471999	0.161172549229903	0.331177761040094	0.36013842584658	0.0054134275462091	0.0440966367059461	0.0829652665051608	0.932927413218543	0.916136811572374	0.553783303921162	0.907979605573626	0.246201631461091	0.0608566790524435	25	15
3	0.82105380771591	0.405912757186198	0.917149772039781	0.62438586665255	0.375143085754868	0.59811849367761	0.500329552247355	0.242770100562388	0.277306011578445	0.226350649865138	0.452161355906798	0.189573137591701	0.734885037280096	0.493058819466068	0.179831089601327	0.0497360544666718	25	25
4	0.306772516949151	0.306216118907129	0.133877554566417	0.062408221655478	0.463663128926833	0.936916460084044	0.468429893026177	0.230202938880094	0.32389358513864	0.544226183052025	0.316231399169184	0.274778574247852	0.621984936919314	0.56652508292098	0.423507239597075	0.197411201544544	25	50
5	0.316700637149585	0.31321838692694	0.157697550793316	0.0867059006115307	0.680371743257937	0.942734886692665	0.782550629887354	0.539841263724432	0.547606505741559	0.79814222325277	0.0874660302516799	0.193661168360081	0.858960494146983	0.440527097968394	0.084190611981754	0.0494312502170802	25	75
6	0.374295446665078	0.346378289900425	0.142247352003275	0.0678966363329556	0.477714026407776	0.877893297210439	0.804462044252894	0.356595330565321	0.284738737571677	0.528105616730222	0.125655895791376	0.207468226307745	0.82212871780403	0.552718573871736	0.164124145652923	0.0799958028195527	25	100
7	0.211221156426734	0.470974923386533	0.235588773672823	0.129503060546464	0.477714026407776	0.877893297210439	0.346622112990909	0.612980950311529	0.274460166468778	0.477525825552023	0.239172077637125	0.408460424525301	0.989161651256399	0.45731862087702	0.192091943259338	0.0928877613416334	25	175
8	0.211221156426734	0.470974923386533	0.249113468498873	0.173253269403178	0.477714026407776	0.877893297210439	0.24887482209356	0.534978007010198	0.289695818695333	0.414885459028806	0.0892411976451923	0.123050290423525	0.770417315666956	0.238297256904978	0.225920929951766	0.14196330317078	25	190
9	0.211221156426734	0.470974923386533	0.249113468498873	0.173253269403178	0.477714026407776	0.877893297210439	0.309863369255149	0.676632769440793	0.184492233950066	0.428394002734974	0.245725783415611	0.344303135407927	0.770417315666956	0.238297256904978	0.130419416275665	0.0632523615158318	25	200
10	0.169424448103767	0.416578832270689	0.217837522014923	0.125246453409095	0.477714026407776	0.877893297210439	0.107751440953149	0.903033421115524	0.191068152484321	0.317798615810072	0.180626434633914	0.349376242907556	0.770417315666956	0.238297256904978	0.14115704496487	0.0527818738739406	25	225
11	0.153583758153385	0.392374823108865	0.116013978708298	0.0655104076543493	0.694702415009448	0.989935691057158	0.106448114376752	0.961704963025215	0.20034172557288	0.311090049776503	0.355584201513305	0.497884504596804	0.72554653473184	0.343527478545119	0.260553501510685	0.0971781587515616	25	250
12	0.153583758153385	0.392374823108865	0.157502061032898	0.0891607212245139	0.477714026407776	0.877893297210439	0.444676806700645	0.471160916071029	0.245423377017096	0.358685979830797	0.152866081059665	0.182247265499765	0.582372197295801	0.277845531912848	0.284486226194974	0.122393858295183	25	275
13	0.183217062699364	0.433913608744838	0.192077002774399	0.0706720917350574	0.680371743257937	0.942734886692665	0.165432430995979	0.725153050960481	0.2094318952773	0.304671897637056	0.164088941008409	0.277686664342775	0.801600799870413	0.512507776490848	0.192228760387969	0.0836958803614004	25	300
14	0.234949928667162	0.499738717500824	0.129584773102081	0.0464435621081194	0.821192646601286	0.748330358293381	0.234007877886803	0.500642463325646	0.139983954670831	0.380219687157767	0.0799981474847411	0.0998317053930418	0.989161651256399	0.45731862087702	0.161528189085698	0.0737206500537956	25	325
15	0.234949928667162	0.499738717500824	0.161130994280517	0.0573172779784911	0.821192646601286	0.748330358293381	0.445348916602329	0.355113396709649	0.182992780826677	0.329727156210053	0.118781389598162	0.170419105835693	0.989161651256399	0.45731862087702	0.169412409283943	0.0896388586052066	25	350
16	0.234949928667162	0.499738717500824	0.108275466970054	0.03651780936716	0.821192646601286	0.748330358293381	0.249155610497447	0.537881492160603	0.215987595045382	0.365996377627235	0.11575098422681	0.15638607282553	0.801600799870413	0.512507776490848	0.152883787957871	0.0681772103580061	25	375
17	0.213417940931431	0.470974923386533	0.151088260123163	0.0616289905664236	0.821192646601286	0.748330358293381	0.30513843888186	0.433332913841555	0.25811450221264	0.515654319033953	0.100003404126263	0.132434063942526	0.989161651256399	0.45731862087702	0.157090632044175	0.0816844397912257	25	400
