TCGA_BR_PFS	TCGA_BR_OS	META_BR_PFS	META_BR_OS	TCGA_SKCM_PFS	TCGA_SKCM_OS	TCGA_LUAD_PFS	TCGA_LUAD_OS	TCGA_LUSC_PFS	TCGA_LUSC_OS	TCGA_HNSC_PFS	TCGA_HNSC_OS	TCGA_COAD_PFS	TCGA_COAD_OS	TCGA_KIRC_PFS	TCGA_KIRC_OS	train_prop	ntrees	PC
0.622747563	0.687752768	0.118855535	0.062728754	0.144732817	0.281816423	0.968306307	0.600327138	0.528558834	0.677956869	0.889948965	0.95694342	0.29932178	0.956220788	0.257081822	0.149700179	40	325	1
0.622747563	0.687752768	0.139821968	0.075361307	0.072557626	0.155552959	0.853787528	0.780339655	0.3959573	0.523230875	0.700637972	0.956677034	0.315948684	0.981826828	0.231278523	0.122883856	40	350	1
0.416212652	0.424030054	0.122833112	0.066049845	0.072557626	0.155552959	0.831244996	0.848244544	0.3959573	0.523230875	0.795046106	0.939567023	0.370532225	0.964921738	0.194082293	0.09333966	40	375	1
0.622747563	0.687752768	0.139821968	0.075361307	0.144732817	0.281816423	0.877696229	0.823396241	0.473069285	0.589539564	0.700637972	0.956677034	0.323623145	0.988323167	0.189045557	0.091884939	40	400	1
0.622747563	0.687752768	0.139821968	0.075361307	0.144732817	0.281816423	0.985195928	0.555056945	0.3244699	0.432322646	0.753805117	0.999747097	0.286711882	0.855443134	0.225564126	0.121079263	40	450	1
0.416212652	0.424030054	0.139821968	0.075361307	0.079346979	0.155552959	0.924372042	0.522229884	0.453434005	0.579278586	0.753805117	0.999747097	0.274169399	0.935531867	0.222860014	0.119584469	40	500	1
0.180253092	0.191576902	0.184753226	0.133125442	0.239213655	0.106066832	0.467201007	0.181588991	0.810548817	0.603308483	0.73724414	0.842558973	0.900017523	0.836351894	0.028205642	0.083580627	45	10	1
0.008123131	0.010588358	0.254034289	0.211024685	0.079541396	0.241433435	0.948424884	0.878271358	0.246693958	0.432834768	0.158447969	0.263607021	0.191320735	0.774081815	0.051625602	0.080753698	45	15	1
0.598567055	0.384788307	0.134834875	0.028314004	0.291992915	0.220626859	0.644143145	0.451607319	0.24977957	0.253245347	0.19711159	0.382717865	0.534507978	0.841595296	0.053731324	0.08806882	45	25	1
0.896331199	0.137933143	0.03043024	0.010293714	0.0225787	0.099639126	0.675851298	0.441859221	0.405728295	0.638916855	0.068354693	0.102228807	0.188207806	0.606605098	0.187055393	0.061517335	45	50	1
0.890439051	0.136754802	0.079630864	0.024769713	0.063261797	0.186573211	0.468981665	0.439229037	0.19511506	0.356805453	0.038718511	0.068719217	0.203237898	0.849128143	0.259782677	0.063507758	45	75	1
0.821355202	0.229545819	0.109888493	0.04403746	0.133475366	0.281816423	0.497103333	0.441646632	0.082785943	0.153784989	0.134799943	0.233233624	0.385634335	0.966386502	0.379602704	0.187193942	45	100	1
0.535838075	0.209144691	0.072251227	0.024512386	0.103591011	0.2585688	0.854764605	0.641547007	0.28923484	0.374121472	0.119755917	0.223804477	0.503698958	0.981774556	0.417591233	0.18983761	45	175	1
0.434339821	0.170939116	0.054881987	0.020090575	0.103591011	0.2585688	0.790507745	0.607143704	0.253609946	0.282240162	0.126277388	0.245945361	0.368240301	0.904835974	0.44634834	0.219790141	45	190	1
0.434339821	0.170939116	0.054143206	0.019318196	0.103591011	0.2585688	0.918563372	0.679350339	0.283653995	0.306101259	0.126380173	0.258137267	0.368240301	0.904835974	0.393641824	0.191470572	45	200	1
0.434339821	0.170939116	0.105102138	0.042843601	0.103591011	0.2585688	0.955146056	0.697737722	0.335144102	0.366969664	0.090593972	0.190229101	0.552421882	0.92090824	0.321367315	0.144144072	45	225	1
0.477891451	0.186321414	0.086591569	0.031698741	0.103591011	0.2585688	0.836851905	0.583766946	0.335144102	0.366969664	0.158617255	0.268744176	0.361257953	0.958982296	0.352566447	0.172572778	45	250	1
0.477891451	0.186321414	0.131473476	0.052459913	0.160088771	0.214844333	0.932462404	0.616007214	0.431717933	0.445500083	0.26295972	0.381624471	0.428464023	0.955604934	0.3545868	0.176619554	45	275	1
0.584733721	0.243136778	0.073626292	0.026822628	0.160088771	0.214844333	0.948833139	0.682143163	0.42943166	0.443198741	0.161220445	0.266953123	0.428464023	0.955604934	0.327179007	0.164157834	45	300	1
0.584733721	0.243136778	0.073626292	0.026822628	0.160088771	0.214844333	0.855794097	0.577398234	0.375735484	0.398360887	0.287093279	0.412595503	0.399853794	0.924727824	0.294075881	0.131795957	45	325	1
0.584733721	0.243136778	0.120531484	0.054001873	0.160088771	0.214844333	0.940859327	0.717810731	0.304895275	0.342765329	0.237072272	0.373178265	0.378147717	0.91101732	0.342807431	0.169637975	45	350	1
0.584733721	0.243136778	0.093227303	0.038979201	0.160088771	0.214844333	0.769040656	0.535673286	0.342616994	0.372936992	0.167939611	0.265451184	0.471993035	0.986994122	0.294075881	0.131795957	45	375	1
0.535838075	0.224368619	0.118109814	0.054001873	0.103591011	0.2585688	0.967498181	0.70510693	0.394675114	0.418198234	0.149363527	0.250775042	0.471993035	0.986994122	0.223868069	0.082906429	45	400	1
0.488376081	0.318329768	0.094225427	0.03781127	0.103591011	0.2585688	0.895874525	0.779693594	0.341603238	0.372765954	0.067356123	0.11818725	0.503698958	0.981774556	0.257634686	0.105207282	45	450	1
0.497502632	0.32354525	0.087346001	0.031455795	0.103591011	0.2585688	0.852233798	0.804344107	0.435293509	0.448742996	0.091062645	0.149722519	0.390257047	0.849840111	0.192394991	0.081877771	45	500	1
0.281110586	0.822505556	0.072021195	0.083224583	0.037882762	0.168626736	0.934377293	0.804993756	0.388151787	0.29077704	0.781365819	0.785259905	0.257442557	0.941840757	0.326275399	0.088296438	50	10	1
0.260043724	0.351047225	0.163699278	0.068186846	0.056564885	0.138331865	0.878298854	0.316941666	0.416956459	0.251763276	0.844729406	0.829380361	0.1497137	0.455813947	0.235997397	0.109123378	50	15	1
0.516957379	0.494502504	0.444602392	0.215015762	0.206180409	0.349933015	0.850219328	0.675625017	0.392217279	0.330897489	0.384734593	0.503824347	0.046482387	0.367981262	0.181347694	0.087837288	50	25	1
0.544847079	0.633753028	0.214787498	0.12171168	0.052681518	0.149769264	0.439030773	0.774374203	0.311620314	0.285511713	0.397991269	0.472013846	0.077652606	0.266925933	0.21453318	0.145157334	50	50	1
0.526675254	0.623143602	0.105167621	0.040932182	0.076465856	0.165051798	0.479699829	0.871148473	0.413499528	0.444415308	0.631706451	0.604342918	0.031506583	0.208351956	0.542956743	0.237190291	50	75	1
0.378948708	0.4019206	0.073335827	0.02764421	0.076465856	0.165051798	0.8696295	0.528974245	0.30190428	0.365413529	0.515058562	0.595371344	0.041983009	0.481097028	0.269651027	0.116849766	50	100	1
0.769128402	0.593351018	0.091530615	0.039372656	0.069870584	0.165051798	0.900197023	0.40188293	0.430837247	0.432663119	0.50344382	0.540781977	0.333839766	0.695711051	0.424417264	0.192687948	50	175	1
0.769128402	0.593351018	0.095602173	0.046840359	0.133475366	0.281816423	0.950670444	0.420706424	0.365922097	0.356954074	0.750235882	0.802099303	0.367542786	0.726748714	0.354607823	0.144494427	50	190	1
0.341285767	0.375276414	0.095602173	0.046840359	0.069870584	0.165051798	0.950670444	0.420706424	0.365922097	0.356954074	0.605915544	0.663663789	0.268792694	0.759755596	0.394440622	0.197346315	50	200	1
0.769128402	0.593351018	0.081862016	0.042062493	0.069870584	0.165051798	0.846582097	0.380386841	0.387563905	0.384491735	0.539172101	0.547474915	0.321580328	0.822204699	0.352392988	0.162044034	50	225	1
0.769128402	0.593351018	0.109105262	0.056888862	0.052681518	0.149769264	0.88455912	0.520912019	0.442931585	0.447812946	0.498009721	0.514608869	0.385780337	0.740165629	0.379313492	0.17737089	50	250	1
0.769128402	0.593351018	0.188844177	0.098320299	0.069870584	0.165051798	0.882805532	0.460942003	0.426279495	0.40774531	0.46783938	0.49743656	0.372092301	0.731375865	0.318765529	0.142923856	50	275	1
0.769128402	0.593351018	0.125314517	0.060606264	0.133475366	0.281816423	0.882805532	0.460942003	0.421358043	0.403385727	0.485331639	0.531239134	0.279433035	0.780446579	0.272362427	0.109841538	50	300	1
0.848595717	0.638748034	0.188844177	0.098320299	0.133475366	0.281816423	0.802425107	0.495191864	0.559914943	0.534581902	0.485331639	0.531239134	0.309433051	0.813029817	0.272362427	0.109841538	50	325	1
0.848595717	0.638748034	0.188844177	0.098320299	0.133475366	0.281816423	0.734483474	0.464446782	0.549823831	0.526305656	0.535800291	0.573947113	0.214706427	0.672188157	0.272362427	0.109841538	50	350	1
0.848595717	0.638748034	0.146561992	0.074780991	0.133475366	0.281816423	0.802093972	0.444274884	0.48857764	0.452639383	0.563850815	0.590702132	0.414351456	0.982826241	0.361800102	0.176981139	50	375	1
0.610964277	0.386899525	0.146561992	0.074780991	0.133475366	0.281816423	0.802093972	0.444274884	0.557509137	0.527442754	0.563850815	0.590702132	0.309433051	0.844238221	0.318765529	0.142923856	50	400	1
0.848595717	0.638748034	0.188844177	0.098320299	0.072557626	0.155552959	0.914672093	0.77942215	0.426279495	0.40774531	0.561230524	0.49743656	0.181414893	0.653927377	0.318765529	0.142923856	50	450	1
0.826529608	0.628092622	0.188844177	0.098320299	0.072557626	0.155552959	0.919913911	0.840683676	0.423403211	0.409472072	0.511529707	0.509285321	0.21630967	0.763178005	0.35889757	0.175222249	50	500	1
0.943862215	0.279482575	0.130887446	0.094134951	0.018124519	0.068334824	0.499819207	0.90480899	0.411637807	0.511268475	0.123759843	0.09904794	0.319895083	0.676836625	0.119270855	0.035145653	60	10	1
0.632116733	0.54982147	0.20669478	0.08326459	0.05056271	0.056785338	0.738240157	0.947558926	0.561167827	0.778181846	0.199477955	0.179428267	0.362510948	0.757232386	0.176106043	0.161246604	60	15	1
0.532937477	0.222507849	0.098077767	0.029857102	0.081362403	0.215902808	0.639403127	0.358083767	0.636428252	0.652102597	0.244414535	0.527517018	0.106981363	0.659143495	0.319567315	0.218076771	60	25	1
0.593320666	0.469356528	0.340095692	0.17120425	0.177672966	0.211337121	0.821357903	0.751191135	0.106524821	0.257788677	0.112153204	0.185175264	0.164829933	0.475437561	0.164214536	0.113006621	60	50	1
0.590235716	0.484296482	0.072072097	0.039083454	0.147432955	0.2183378	0.58211176	0.982146337	0.242635722	0.373205037	0.200945108	0.224395958	0.120839457	0.330631911	0.222049629	0.04970819	60	75	1
0.764012527	0.593351018	0.089815528	0.045954018	0.097380336	0.1141516	0.708206749	0.978142958	0.267699809	0.379897993	0.069257957	0.102417401	0.100259226	0.398088671	0.36151723	0.160773743	60	100	1
0.699881447	0.54765802	0.088076273	0.038356424	0.17307284	0.214844333	0.74220696	0.826684397	0.230360755	0.33983027	0.151926069	0.233778417	0.108874274	0.318750413	0.277722322	0.112513931	60	175	1
0.641589734	0.515446134	0.088076273	0.038356424	0.17307284	0.214844333	0.82172214	0.72532667	0.233407048	0.343800632	0.206148903	0.294118582	0.108874274	0.318750413	0.26426475	0.088173284	60	190	1
0.641589734	0.515446134	0.088076273	0.038356424	0.17307284	0.214844333	0.943308758	0.653296105	0.262556615	0.371133133	0.166829937	0.246292334	0.110795699	0.40225285	0.34605729	0.133578548	60	200	1
0.641589734	0.515446134	0.088076273	0.038356424	0.17307284	0.214844333	0.885412348	0.74451098	0.184607266	0.285716484	0.162879575	0.239358709	0.128596932	0.632270079	0.300663804	0.136242406	60	225	1
0.621930305	0.505956212	0.108360975	0.04840204	0.160088771	0.214844333	0.73057332	0.843436742	0.198635525	0.318054429	0.118605274	0.162993017	0.192182011	0.602918218	0.315573443	0.141056903	60	250	1
0.51131988	0.411401117	0.130683402	0.059955902	0.160088771	0.214844333	0.783501304	0.801019006	0.172983289	0.291050202	0.181042725	0.308671242	0.144378777	0.5284157	0.326820562	0.147205524	60	275	1
0.641589734	0.515446134	0.172191303	0.080611819	0.160088771	0.214844333	0.837825752	0.882552652	0.138184951	0.236321818	0.119062004	0.229980053	0.144378777	0.5284157	0.394721806	0.151587038	60	300	1
0.621930305	0.505956212	0.199154368	0.095730154	0.160088771	0.214844333	0.740700607	0.935935506	0.174196565	0.292800179	0.161177388	0.237307897	0.144378777	0.5284157	0.425064508	0.162966093	60	325	1
